reward
-6.708416088347982e+17
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
-10000.0
